순번,단지명,회사명,공장대표주소(도로명),공장대표주소(지번),업종번호,업종명,업종분류,전화번호,팩스번호,남종업원,여종업원,외국인(남),외국인(여),종업원수,생산품,용지면적,제조시설면적,부대시설면적,건축면적
607,진주뿌리일반산업단지,(주)금강,경상남도 진주시 정촌면 뿌리산단로50번길 62,경상남도 진주시 정촌면 예하리 1414-3,"24132, ",강관 제조업,"1차금속, 철강",055-743-2327,공람,5,0,0,0,5,강관,4922,4922,0,4922
608,진주뿌리일반산업단지,(주)대덕,공람,경상남도 진주시 정촌면 예하리 1393-3,"25924, 29241",절삭가공 및 유사처리업 외 1 종,"금속가공, 기계",055-758-824,공람,16,6,0,0,22,자동차 부품,4856.9,3218.21,317.86,3536.07
609,진주뿌리일반산업단지,(주)드림팜,경상남도 진주시 정촌면 뿌리산단로 87,경상남도 진주시 정촌면 예하리 1407-10,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-852-9700,055-762-7200,16,8,0,0,24,스마트팜 큐브 작물재배기,0,709.96,882.9,1592.86
610,진주뿌리일반산업단지,(주)드림피에프,"경상남도 진주시 정촌면 뿌리산단로 87, 뿌리산단 산업7-4",경상남도 진주시 정촌면 예하리 1407-10 뿌리산단 산업7-4,"29199, 29210",그 외 기타 일반목적용 기계 제조업 외 1 종,"금속가공, 기계",055-852-9700,055-762-7200,5,1,0,0,6,"스마트팜큐브, 수경재배기",5606,688.34,0,688.34
611,진주뿌리일반산업단지,(주)매티스,"경상남도 진주시 정촌면 뿌리산단로 67, (주)매티스",경상남도 진주시 정촌면 예하리 1393-7 (주)매티스,"31322, 31321",항공기용 부품 제조업 외 1 종,"자동차, 운송장비",055-790-9230,055-790-9240,22,2,0,0,24,항공기용 지상지원장비,2710.2,1255.3,130,1385.3
612,진주뿌리일반산업단지,(주)범우에이텍,경상남도 진주시 정촌면 뿌리산단로15번길 81,경상남도 진주시 정촌면 예상리,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-756-0202,공람,30,4,10,0,44,자동차부품,7744,4009.25,1759.5,5768.75
613,진주뿌리일반산업단지,(주)부광플랜,경상남도 진주시 정촌면 뿌리산단로15번길 56,경상남도 진주시 정촌면 예하리 1407-3,"25112, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 2 종,"금속가공, 기계",055-762-8528,공람,8,3,0,0,11,"금속가공품, 스틸그레이팅, 금속제울타리",3548,950,226.72,1176.72
614,진주뿌리일반산업단지,(주)새진유니텍,경상남도 진주시 정촌면 뿌리산단로50번길 117-23,경상남도 진주시 정촌면 예하리 1411-3,"30399, 25924, 31322",그 외 자동차용 신품 부품 제조업 외 2 종,"자동차, 운송장비",055-763-3771,055-759-3771,11,1,0,0,12,"자동차부품, 중장비부품, LM Guide용 Block & Rail",3748.2,1849.1,360,2209.1
615,진주뿌리일반산업단지,(주)서우,경상남도 진주시 정촌면 뿌리산단로 67,경상남도 진주시 정촌면 예하리 1393-7,"31322, ",항공기용 부품 제조업,"자동차, 운송장비",공람,공람,15,3,0,0,18,"항공기부품, 치공구 제작",1237.8,1237.8,0,1237.8
616,진주뿌리일반산업단지,(주)스템,경상남도 진주시 정촌면 뿌리산단로15번길 4,경상남도 진주시 정촌면 예하리 1393-1,"31322, 25924",항공기용 부품 제조업 외 1 종,"자동차, 운송장비",055-795-2122,055-782-0858,28,2,0,0,30,항공기용 부품,5495,1739.6,708.75,2448.35
617,진주뿌리일반산업단지,(주)신화하이드로릭스,공람,경상남도 진주시 정촌면 예하리 1414-10 뿌리산단 산업16-5,"30320, 30399",자동차 차체용 신품 부품 제조업 외 1 종,"자동차, 운송장비",055-758-0717,055-762-1500,10,2,0,0,12,자동차 부품,3625.5,2360.07,668.22,3028.29
618,진주뿌리일반산업단지,(주)에코파워텍,경상남도 진주시 정촌면 뿌리산단로 115,경상남도 진주시 정촌면 예하리 1406-8,"29133, 31322","탭, 밸브 및 유사장치 제조업 외 1 종","금속가공, 기계",032-710-1525,공람,12,4,0,0,16,밸브 및 항공기용 부품,4266.1,2600,300,2900
619,진주뿌리일반산업단지,(주)캐스,공람,경상남도 진주시 정촌면 예하리 1401-5 뿌리산단 산업2-1 외 1필지,"31322, 31311, 31312",항공기용 부품 제조업 외 2 종,"자동차, 운송장비",041-420-9600,041-425-1231,75,5,0,0,80,"시뮬레이터, 항공기 부품 등",10094.1,4500,1500,6000
620,진주뿌리일반산업단지,(주)케이엔테크,경상남도 진주시 정촌면 연꽃로 128,경상남도 진주시 정촌면 예하리 1401-1,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-9331,055-752-9331,3,5,4,0,12,"자동차부품,변속기부품",3540,1833.5,372.93,2206.43
621,진주뿌리일반산업단지,(주)텍스타,경상남도 진주시 정촌면 뿌리산단로15번길 24,경상남도 진주시 정촌면 예하리 1393-4,"25112, 25113, 25200, 25931, 25933, 25999, 29120, 29142, 31322",구조용 금속 판제품 및 공작물 제조업 외 8 종,"금속가공, 기계",055-761-3767,055-761-3761,2,0,1,0,3,방위산업 및 우주항공 부품,0,475.2,43.48,518.68
622,진주뿌리일반산업단지,(주)프라이드,경상남도 진주시 정촌면 뿌리산단로15번길 40,경상남도 진주시 정촌면 예하리 1407-1,"29210, 31322",농업 및 임업용 기계 제조업 외 1 종,"금속가공, 기계",055-757-7700,055-757-7787,15,2,0,0,17,"농업용기계부품, 항공기용 부품",4849,2773.56,1071.39,3844.95
623,진주뿌리일반산업단지,(주)현대스틸,경상남도 진주시 정촌면 뿌리산단로50번길 75,경상남도 진주시 정촌면 예하리 1411-12,"25112, 25111, 25113, 25114, 25119, 25999, 30399",구조용 금속 판제품 및 공작물 제조업 외 6 종,"금속가공, 기계",055-355-8963,055-354-8963,2,1,0,0,3,"자동차 부품, 교통안전시설물, 철구조물",3748.2,980,823.02,1803.02
624,진주뿌리일반산업단지,(주)현주테크,경상남도 진주시 정촌면 뿌리산단로15번길 69,경상남도 진주시 정촌면 예하리 1401-7,"25924, 29142",절삭가공 및 유사처리업 외 1 종,"금속가공, 기계",055-762-7220,055-758-7220,8,4,13,2,27,"자동자부품, 전기차동력장치",10341.1,6282.7,1221.98,7504.68
625,진주뿌리일반산업단지,극동공업사,"경상남도 진주시 정촌면 뿌리산단로15번길 104-1, 뿌리산단 산업 4-5",경상남도 진주시 정촌면 예하리 1421-5 뿌리산단 산업 4-5,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-753-8265,055-763-8260,12,0,0,0,12,"기어, 커버",3678.2,1288.1,210,1498.1
626,진주뿌리일반산업단지,동광공업(주),경상남도 진주시 정촌면 뿌리산단로15번길 47,경상남도 진주시 정촌면 예상리 1379-5,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-761-7443,055-762-5221,3,1,0,0,4,금형소재 등,4562,1206.88,119.57,1326.45
627,진주뿌리일반산업단지,동이피엠씨(주),공람,경상남도 진주시 정촌면 예하리 1407-12 뿌리일반산업단지 산업시설구역 7-6,"29142, 29120",기어 및 동력전달장치 제조업 외 1 종,"금속가공, 기계",055-755-9566,055-755-9568,20,5,0,0,25,"기어 및 동력전달장치, 유압기기",4881,2579.58,424.2,3003.78
628,진주뿌리일반산업단지,두성지텍(G.T),경상남도 진주시 정촌면 뿌리산단로50번길 90,경상남도 진주시 정촌면 예하리 1414-8,"30331, 29142",자동차용 신품 동력전달장치 제조업 외 1 종,"자동차, 운송장비",055-743-0415,055-743-0412,8,7,0,0,15,변속기부품,3372.5,1035.5,128.5,1164
629,진주뿌리일반산업단지,디에이산업(주),경상남도 진주시 정촌면 뿌리산단로50번길 117-20,경상남도 진주시 정촌면 예하리 1411-4,"24133, 30399",강관 가공품 및 관 연결구류 제조업 외 1 종,"1차금속, 철강",055-763-3805,055-763-3810,30,3,0,0,33,"강관가공품, 강관가공품",5247.5,1360.5,27,1387.5
630,진주뿌리일반산업단지,만승정밀,경상남도 진주시 정촌면 뿌리산단로50번길 18,경상남도 진주시 정촌면 예하리 1386-3,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",공람,055-759-1152,1,0,0,0,1,"농기계, 항공기, 철도 부품, 방산부품",231,200,31,231
631,진주뿌리일반산업단지,민성하이테크,공람,경상남도 진주시 정촌면 예하리 1411-10 뿌리산단 산업14-5 외 1필지,"30201, 30332",차체 및 특장차 제조업 외 1 종,"자동차, 운송장비",055-853-6005,055-853-6004,23,4,8,0,35,차체프레임,10495,5457,1717.75,7174.75
632,진주뿌리일반산업단지,세온테크,경상남도 진주시 정촌면 뿌리산단로50번길 18,경상남도 진주시 정촌면 예하리 1386-3,"29210, ",농업 및 임업용 기계 제조업,"금속가공, 기계",055-759-1151,공람,4,0,0,0,4,농기계 부품,231,200,31,231
633,진주뿌리일반산업단지,시온산업,공람,경상남도 진주시 정촌면 예하리 1407-2 뿌리산단 산업7-2,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-5082,055-755-5081,16,3,3,1,23,"차동케이스, 전차축axle",5229,2208.87,569.48,2778.35
634,진주뿌리일반산업단지,신성메탈 주식회사,"경상남도 진주시 정촌면 뿌리산단로 83, 산업 7-5",경상남도 진주시 정촌면 예하리 1407-11 산업 7-5,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-1280,055-755-1279,10,1,0,0,11,자동차부품,5243,2875.12,609.54,3484.66
635,진주뿌리일반산업단지,신성정밀,경상남도 진주시 정촌면 뿌리산단로50번길 94,경상남도 진주시 정촌면 예하리 1414-9,"30399, ",그 외 자동차용 신품 부품 제조업,"자동차, 운송장비",070-8988-4281,055-763-4282,10,2,0,0,12,자동차 부품,3334.5,977.08,220.48,1197.56
636,진주뿌리일반산업단지,신아테크,"경상남도 진주시 정촌면 뿌리산단로15번길 104-3, 산업4-6",경상남도 진주시 정촌면 예하리 1421-6 산업4-6,"29223, 25924",금속 절삭기계 제조업 외 1 종,"금속가공, 기계",055-754-0415,055-754-0112,7,1,0,0,8,"열연 Roll, 산업기계부품",4377.3,2090.82,389.91,2480.73
637,진주뿌리일반산업단지,신창정밀,경상남도 진주시 정촌면 뿌리산단로 57,경상남도 진주시 정촌면 예하리 1393-8,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-763-4182,055-763-4181,4,1,3,0,8,자동차부품,4474.1,2824.84,966.54,3791.38
638,진주뿌리일반산업단지,신화산업,경상남도 진주시 정촌면 뿌리산단로50번길 95,경상남도 진주시 정촌면 예하리 1411-8,"30320, ",자동차 차체용 신품 부품 제조업,"자동차, 운송장비",055-757-3827,055-762-1500,14,1,0,0,15,"자동차부품, 유압부품",5840.8,3665.27,823.78,4489.05
639,진주뿌리일반산업단지,씨솔루션,경상남도 진주시 정촌면 뿌리산단로15번길 55,경상남도 진주시 정촌면 예상리 1379-4,"29222, 25914, 29224",디지털 적층 성형기계 제조업 외 2 종,"금속가공, 기계",055-855-2070,055-754-2072,14,2,0,0,16,산업설비부품,5023,2342.55,398.4,2740.95
640,진주뿌리일반산업단지,연하정밀,경상남도 진주시 정촌면 뿌리산단로 123,경상남도 진주시 정촌면 예하리 1406-6,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-8102,055-755-8101,2,1,0,0,3,자동차 및 농기계 부품(기어 및 샤프트),1756.5,710,186.9,896.9
641,진주뿌리일반산업단지,유앤아이 이앤씨,경상남도 진주시 정촌면 연꽃로 134,경상남도 진주시 정촌면 예하리 1401-2,"29241, ",건설 및 채광용 기계장비 제조업,"금속가공, 기계",공람,055-758-0522,3,1,0,0,4,"오거드릴, CIP부품",4540.7,2188,267.26,2455.26
642,진주뿌리일반산업단지,인우테크,경상남도 진주시 정촌면 뿌리산단로15번길 24,경상남도 진주시 정촌면 예하리 1393-4,"25112, 25914",구조용 금속 판제품 및 공작물 제조업 외 1 종,"금속가공, 기계",공람,공람,1,0,0,0,1,"항공기, 인공위성, 방위산업, 자동차 부품",4206.3,638.25,122.12,760.37
643,진주뿌리일반산업단지,정기산업,경상남도 진주시 정촌면 뿌리산단로 101,경상남도 진주시 정촌면 예하리 1407-9,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",공람,0504-087-6025,1,3,0,0,4,"자동차, 농기계 부품",0,250,146,396
644,진주뿌리일반산업단지,정우산업,경상남도 진주시 정촌면 뿌리산단로50번길 115,경상남도 진주시 정촌면 예하리 1411-6,"30331, ",자동차용 신품 동력전달장치 제조업,"자동차, 운송장비",055-752-2818,055-752-2818,5,1,0,0,6,자동차부품,2759.6,998.93,235.4,1234.33
645,진주뿌리일반산업단지,조양기계금속,경상남도 진주시 정촌면 연꽃로 140,경상남도 진주시 정촌면 예상리 1379-3,"25924, 25921",절삭가공 및 유사처리업 외 1 종,"금속가공, 기계",055-752-7905,055-753-7905,7,5,0,0,12,자동차부품,5341,2808.24,1047.28,3855.52
646,진주뿌리일반산업단지,주식회사 부광플랜,경상남도 진주시 정촌면 뿌리산단로15번길 39,경상남도 진주시 정촌면 예하리 1401-11,"25112, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 2 종,"금속가공, 기계",055-762-8528,070-5208-8737,4,4,0,0,8,"금속재 울타리, 차양, 교량난간, 그레이팅, 가로수보호판",2055.5,1556.75,168.75,1725.5
647,진주뿌리일반산업단지,주식회사 에스티피,경상남도 진주시 정촌면 뿌리산단로50번길 62,경상남도 진주시 정촌면 예하리 1414-3,"24132, ",강관 제조업,"1차금속, 철강",055-761-2456,공람,8,4,0,0,12,파이프,3988.1,36.8,1100,1136.8
648,진주뿌리일반산업단지,주식회사 융성,경상남도 진주시 정촌면 뿌리산단로50번길 80,경상남도 진주시 정촌면 예하리 1414-7,"30331, 30392, 30399",자동차용 신품 동력전달장치 제조업 외 2 종,"자동차, 운송장비",055-744-1515,055-744-1962,10,2,0,0,12,자동차 부품,2917,1783,200,1983
649,진주뿌리일반산업단지,주식회사 이엔엠,경상남도 진주시 정촌면 뿌리산단로50번길 18,경상남도 진주시 정촌면 예하리 1386-3,"30400, 30399, 34011, 34019, 34020",자동차 재제조 부품 제조업 외 4 종,"자동차, 운송장비",055-753-4600,055-761-4600,9,1,0,0,10,"연료계통부품, 중장비, 인젝터 재생품, 엔진수리, 선반제조",4368.3,1359.93,308,1667.93
650,진주뿌리일반산업단지,주식회사 혁신,경상남도 진주시 정촌면 뿌리산단로50번길 30,경상남도 진주시 정촌면 예하리 1386-5,"34011, 34019",건설.광업용 기계 및 장비 수리업 외 1 종,기타,055-758-5838,055-758-5834,19,1,0,0,20,건설기계 및 장비수리,4041,527.5,183,710.5
651,진주뿌리일반산업단지,주식회사 홍인울타리,"경상남도 진주시 정촌면 뿌리산단로15번길 56, 주1동",경상남도 진주시 정촌면 예하리 1407-3 주1동,"25112, 25113, 25119",구조용 금속 판제품 및 공작물 제조업 외 2 종,"금속가공, 기계",053-814-3255,공람,3,2,0,0,5,"금속제울타리, 스틸그레이팅, 차양",2066,1637.75,428.25,2066
652,진주뿌리일반산업단지,청아공업,경상남도 진주시 정촌면 뿌리산단로 123,경상남도 진주시 정촌면 예하리 1406-6,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-755-8101,공람,2,1,2,0,5,농기계부품,1756.5,710,310.52,1020.52
653,진주뿌리일반산업단지,케이루보(주),경상남도 진주시 정촌면 뿌리산단로50번길 111,경상남도 진주시 정촌면 예하리 1411-7,"30399, ",그 외 자동차용 신품 부품 제조업,"자동차, 운송장비",055-752-1983,055-755-1985,3,3,0,0,6,흡입관 및 흡입플랜지,2756.6,1412.5,503.71,1916.21
654,진주뿌리일반산업단지,태성산업,경상남도 진주시 정촌면 뿌리산단로 121,경상남도 진주시 정촌면 예하리 1406-7,"25914, 25924, 29294, 31999",그 외 금속 압형제품 제조업 외 3 종,"금속가공, 기계",055-763-5304,055-763-5305,9,3,8,0,20,농기계부품,4040.6,2127.53,294.1,2421.63
655,진주뿌리일반산업단지,테스코(주),경상남도 진주시 정촌면 뿌리산단로50번길 78,경상남도 진주시 정촌면 예하리 1414-6,"27213, 25912, 25941, 27219, 31322","물질 검사, 측정 및 분석기구 제조업 외 4 종","전기, 전자",055-757-8233,055-757-8234,19,3,0,0,22,"만능시험기, 챔버, 볼트, 항공우주부품",3277,678.9,1133.15,1812.05
656,진주뿌리일반산업단지,한성ENG,"경상남도 진주시 정촌면 뿌리산단로 101, 산업시설6-5",경상남도 진주시 정촌면 예하리 1407-9 산업시설6-5,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-752-4695,055-752-4695,7,2,7,1,17,자동차부품,5547,2214.52,647.3,2861.82
657,진주뿌리일반산업단지,한성정공,공람,경상남도 진주시 정촌면 예하리 1406-1 뿌리일반산업단지 산업5-1,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-753-3884,055-753-3884,6,2,0,0,8,자동차부품,5056.8,3150,350,3500
658,진주뿌리일반산업단지,현성정밀,공람,경상남도 진주시 정촌면 예하리 1389-1,"30399, ",그 외 자동차용 신품 부품 제조업,"자동차, 운송장비",055-761-9633,055-763-9631,3,1,10,2,16,자동차부품,4557.6,1161.1,362.64,1523.74
659,진주뿌리일반산업단지,홍인에스엘,경상남도 진주시 정촌면 뿌리산단로15번길 39,경상남도 진주시 정촌면 예하리 1401-11,"25112, 25113",구조용 금속 판제품 및 공작물 제조업 외 1 종,"금속가공, 기계",055-762-8528,070-5208-8737,4,1,0,0,5,"금속 디자인형울타리,스틸그레이팅,가로수보호판",2087.5,537,391.76,928.76
660,진주뿌리일반산업단지,흥성공업(주),경상남도 진주시 정촌면 뿌리산단로50번길 12,경상남도 진주시 정촌면 예하리 1386-2,"30320, ",자동차 차체용 신품 부품 제조업,"자동차, 운송장비",055-762-0674,055-762-0647,10,1,0,0,11,트레일러 및 중장비 부품,4689.3,1904.94,719.46,2624.4
661,진주가산일반산업단지,한국항공우주산업(주),경상남도 진주시 이반성면 오봉산로500번길 141,경상남도 진주시 이반성면 가산리 1396 1동 회전익센터,"31311, 31312","유인 항공기, 항공우주선 및 보조장치 제조업 외 1 종","자동차, 운송장비",055-851-6178,055-851-1004,104,12,0,0,116,"항공기(유, 무인)",135710.6,3158.1,4580.79,7738.89
662,진주지수일반산업단지,GS칼텍스(주),경상남도 진주시 지수면 용봉로 130 외 1필지,경상남도 진주시 지수면 압사리 1634 외 1필지,"20202, 20203",합성수지 및 기타 플라스틱 물질 제조업 외 1 종,"석유화학, 플라스틱",055-794-1201,02-567-5118,101,17,0,0,118,합성수지,76139.8,11978.17,13445.13,25423.3
663,진주지수일반산업단지,이노폴리텍(주),경상남도 진주시 지수면 용봉로 130,경상남도 진주시 지수면 압사리 산 5번지,"20202, 20203",합성수지 및 기타 플라스틱 물질 제조업 외 1 종,"석유화학, 플라스틱",055-794-1201,055-794-1202,18,2,0,0,20,합성수지,18656.7,4953.27,1278.93,6232.2
664,진주진성농공단지,(주)대일공업,경상남도 진주시 진성면 동부로1259번길 46,경상남도 진주시 진성면 상촌리 633-12번지,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,"금속가공, 기계",055-752-5329,055-752-2323,14,1,0,0,15,농기계부품(프레임),3967,2084.18,457.22,2541.4
665,진주진성농공단지,(주)범창,경상남도 진주시 진성면 동부로1259번길 80,경상남도 진주시 진성면 상촌리 799-9번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-762-1206,055-762-1208,5,0,0,0,5,절삭기계,1834,969,242,1211
666,진주진성농공단지,(주)신양에벤에셀,경상남도 진주시 진성면 동부로1259번길 84,경상남도 진주시 진성면 상촌리 799-10번지,"25119, 25112",기타 구조용 금속제품 제조업 외 1 종,"금속가공, 기계",055-758-2303,055-759-2305,6,0,0,0,6,"지붕용마루,스틸그레이팅",1834,651,194.3,845.3
667,진주진성농공단지,(주)원창수출포장,경상남도 진주시 진성면 동부로1259번길 67,경상남도 진주시 진성면 상촌리 805-8번지,"17211, 17212",골판지 제조업 외 1 종,"목재, 종이, 출판",055-758-2722,055-758-6008,8,3,0,0,11,골판지상자,3883,1841.32,1048.21,2889.53
668,진주진성농공단지,거성단조(주),경상남도 진주시 진성면 동부로1259번길 45,경상남도 진주시 진성면 상촌리 633-6번지,"30399, 25912, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 4 종,"자동차, 운송장비",055-759-2744,055-759-2742,14,1,3,0,18,"자동차부품, 중장비 부품, 시그멘트, 버켓투스, 트랙링크, 베벨기어",9845,2460,703.5,3163.5
669,진주진성농공단지,삼양레이저,경상남도 진주시 진성면 동부로1259번길 79,경상남도 진주시 진성면 상촌리 805-6번지,"25913, 25914",자동차용 금속 압형제품 제조업 외 1 종,"금속가공, 기계",055-759-0465,055-759-0467,8,2,0,0,10,자동차부품,3291,1404,304.6,1708.6
670,진주진성농공단지,세일단조(주)제2공장,경상남도 진주시 진성면 동부로1259번길 72,경상남도 진주시 진성면 상촌리 805-2번지,"25924, 25912",절삭가공 및 유사처리업 외 1 종,"금속가공, 기계",055-754-0556,055-754-0554,5,1,0,0,6,금속절단품,4166,1694.35,621.3,2315.65
671,진주진성농공단지,세일단조주식회사,경상남도 진주시 진성면 동부로1259번길 86,경상남도 진주시 진성면 상촌리 805-5번지,"25912, ",금속 단조제품 제조업,"금속가공, 기계",055-754-0558,055-754-0554,46,4,4,1,55,기타자동차부품,7030,2455.83,538.8,2994.63
672,진주진성농공단지,신우정밀,경상남도 진주시 진성면 동부로1259번길 37,경상남도 진주시 진성면 상촌리 633-7번지,"25924, ",절삭가공 및 유사처리업,"금속가공, 기계",055-761-1990,055-761-1901,12,0,0,0,12,케이스,2665,1308.82,231.06,1539.88
673,진주진성농공단지,신창산업(주),경상남도 진주시 진성면 동부로1259번길 75,경상남도 진주시 진성면 상촌리 805-7번지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,"자동차, 운송장비",055-759-5656,055-759-2662,11,13,0,0,24,자동차부품(링크핀),4470,882,203.2,1085.2
674,진주진성농공단지,우성정공(주),경상남도 진주시 진성면 동부로1259번길 54,경상남도 진주시 진성면 상촌리 692번지,"29210, 25912",농업 및 임업용 기계 제조업 외 1 종,"금속가공, 기계",055-758-1256,055-753-5205,22,10,8,0,40,"바인더,콤바인 부품",5406,1635.55,1256.82,2892.37
675,진주진성농공단지,주식회사 레이팩,경상남도 진주시 진성면 동부로1259번길 64,경상남도 진주시 진성면 상촌리 694-4,"17212, ",골판지 상자 및 가공제품 제조업,"목재, 종이, 출판",055-742-8228,055-742-8229,7,2,0,0,9,칼라박스,4716,1721.7,608.83,2330.53
676,진주진성농공단지,주식회사 이레강판데크,경상남도 진주시 진성면 동부로1259번길 84,경상남도 진주시 진성면 상촌리 799-10번지,"25112, ",구조용 금속 판제품 및 공작물 제조업,"금속가공, 기계",055-758-2303,055-759-2305,2,0,0,0,2,금속데크,0,137.37,0,137.37
677,진주진성농공단지,진양철망산업(주),경상남도 진주시 진성면 동부로1259번길 44,경상남도 진주시 진성면 상촌리 633번지,"25944, 25113, 25114",금속선 가공제품 제조업 외 2 종,"금속가공, 기계",055-758-9367,055-759-9356,2,2,1,0,5,"용접철망, 돌망태",1544,675,65.18,740.18
678,진주진성농공단지,진영기계,경상남도 진주시 진성면 동부로1259번길 33,경상남도 진주시 진성면 상촌리 633-8번지,"30331, 30400",자동차용 신품 동력전달장치 제조업 외 1 종,"자동차, 운송장비",055-762-1658,055-762-1658,3,0,2,0,5,자동자부품(엔진 폴리),1482,776.18,168,944.18
679,진주진성농공단지,풍전산업(주)진성공장,경상남도 진주시 진성면 동부로1259번길 27,경상남도 진주시 진성면 상촌리 633-9번지,"29210, 29241",농업 및 임업용 기계 제조업 외 1 종,"금속가공, 기계",055-758-7705,055-758-7708,6,2,0,0,8,"농기계, 중장비부품",1653,814.87,48.7,863.57
680,진주이반성농공단지,(주)대한기업,경상남도 진주시 이반성면 진마대로2498번길 9-19,경상남도 진주시 이반성면 길성리 944번지,"23112, 22223, 23119, 25111",안전유리 제조업 외 3 종,비금속,055-743-9977,055-745-4024,5,2,0,0,7,복층유리,3082.6,641.7,66.1,707.8
681,진주이반성농공단지,(주)제철산업,경상남도 진주시 이반성면 진마대로2498번길 10-12,경상남도 진주시 이반성면 길성리 915번지,"24132, 24133, 25122, 25123",강관 제조업 외 3 종,"1차금속, 철강",055-754-7900,055-754-7799,18,0,0,0,18,"파형강관, 강관탱크",4963.4,857.51,533.76,1391.27
682,진주이반성농공단지,D.S.I,경상남도 진주시 이반성면 진마대로2498번길 9-31,경상남도 진주시 이반성면 길성리 941번지,"28511, ",주방용 전기기기 제조업,"전기, 전자",055-762-8564,055-762-8567,0,1,0,0,1,김치냉장고뱅크,6191.3,1186.4,120,1306.4
683,진주이반성농공단지,동진기전,경상남도 진주시 이반성면 진마대로2498번길 9-15,경상남도 진주시 이반성면 길성리 945번지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,"자동차, 운송장비",055-758-4293,055-754-7661,14,9,0,0,23,"자동차부품(마그네틱밸브, 밧데리 릴레이)",3046.7,1285.85,302.4,1588.25
684,진주이반성농공단지,성화산업(주),경상남도 진주시 이반성면 진마대로2498번길 16 외 3필지,경상남도 진주시 이반성면 길성리 905번지 외 3필지,"25112, ",구조용 금속 판제품 및 공작물 제조업,"금속가공, 기계",055-970-0286,055-758-5583,100,20,0,0,120,구조용금속판(배관),55117.6,16530.48,2911.15,19441.63
685,진주이반성농공단지,신흥산업,경상남도 진주시 이반성면 진마대로2498번길 9-23,경상남도 진주시 이반성면 길성리 943번지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,"자동차, 운송장비",055-754-1307,055-754-1306,35,10,0,0,45,방진부품,5904.7,2557.49,2510.2,5067.69
686,진주이반성농공단지,영남캠핑카,경상남도 진주시 이반성면 진마대로2498번길 9,경상남도 진주시 이반성면 길성리 917,"30121, ",승용차 및 기타 여객용 자동차 제조업,"자동차, 운송장비",055-757-0177,055-754-9053,20,4,0,0,24,캠핑카,6406.4,2098.44,565.37,2663.81
687,진주이반성농공단지,주식회사 디엔오토모티브 진주공장,경상남도 진주시 이반성면 진마대로2498번길 9-23 외 1필지,경상남도 진주시 이반성면 길성리 943번지 외 1필지,"30399, 30391, 30392, 30400",그 외 자동차용 신품 부품 제조업 외 3 종,"자동차, 운송장비",055-380-5216,055-758-6252,116,67,1,1,185,자동차부품(방진부품),16671.1,7131.48,7389.04,14520.52
688,진주이반성농공단지,한두철강(주),경상남도 진주시 이반성면 진마대로2498번길 49 외 1필지,경상남도 진주시 이반성면 길성리 929번지 외 1필지,"24132, 24133",강관 제조업 외 1 종,"1차금속, 철강",055-757-8911,055-757-8915,13,0,12,0,25,강관,8819.8,5845.71,440.14,6285.85
689,진주대곡농공단지,(주)금강,경상남도 진주시 대곡면 대화로 38,경상남도 진주시 대곡면 와룡리 58-5번지,"28122, 29175",설치용금속탱크및저장용기제조업 외 1 종,"전기, 전자",055-745-2327,055-745-2446,7,0,0,0,7,스테인레스물탱크,4368.1,501.53,0,501.53
690,진주대곡농공단지,(주)금우이엔지,경상남도 진주시 대곡면 대화로 44 외 2필지,경상남도 진주시 대곡면 와룡리 58-4번지 외 2필지,"29241, 25923, 25924, 30122",건설 및 채광용 기계장비 제조업 외 3 종,"금속가공, 기계",055-753-6141,055-753-6140,31,3,10,0,44,"중장비, 운송장비 기계부품",12782.2,5955.53,1717.56,7673.09
691,진주대곡농공단지,(주)남강펌프,경상남도 진주시 대곡면 대화로 28,경상남도 진주시 대곡면 와룡리 59-1번지,"29131, 29133, 29175",액체 펌프 제조업 외 2 종,"금속가공, 기계",055-747-7860,055-745-8946,13,1,0,0,14,액체펌프,3305.7,841.04,146.11,987.15
